Rank,Term,Score,Search term?,Category?
5362,temporal pattern,1.00,,
5362,fe-limited condition,1.00,,
5362,other colony,1.00,,
5362,kerguelen plateau,1.00,,
5362,4station biologique,1.00,,
5362,blue triangle,1.00,,
5362,nutrient treatment,1.00,,
5362,similar response,1.00,,
5362,deposition rate,1.00,,
5362,battisti ds,1.00,,
5362,central node,1.00,,
5362,stuhrifsacweilol cceaaunseccoo232c-ocnocnencetrnattriaotniosnrselaantidvesutorfapcree-winadteurstprhialtovadluroesp,1.00,,
5362,habitat variable,1.00,,
5362,14-day-long experiment,1.00,,
5362,western part,1.00,,
5362,phage production,1.00,,
5362,bac carbon,1.00,,
5362,experimental duration,1.00,,
5362,fishery productivity,1.00,,
5362,one-third reduction,1.00,,
5362,exogenous pressure,1.00,,
5362,ctd profile,1.00,,
5362,natural scientist,1.00,,
5362,glacial-interglacial transition,1.00,,
5362,historical datum,1.00,,
5362,long-distance transport,1.00,,
5362,sebastian diehl1,1.00,,
5362,physico-chemical status,1.00,,
5362,intertidal habitat,1.00,,
5362,shallow layer,1.00,,
5362,fundamental tool,1.00,,
5362,covert insertion,1.00,,
5362,protected specie,1.00,,
5362,methane hydrate,1.00,,
5362,variable variance,1.00,,
5362,instantaneous rate,1.00,,
5362,reservoir operation,1.00,,
5362,type climate,1.00,,
5362,spatial variation,1.00,,
5362,windy condition,1.00,,
5362,bradley rs,1.00,,
5362,n supply,1.00,,
5362,enormous quantity,1.00,,
5362,vecchi ga.,1.00,,
5362,trichodesmium bloom,1.00,,
5362,efficient treatment,1.00,,
5362,non-quantified identification,1.00,,
5362,vant estimate,1.00,,
5362,peroxide variation,1.00,,
5362,iron determination,1.00,,
5362,acid-washed teflon,1.00,,
5362,martinez e,1.00,,
5362,output file,1.00,,
5362,electrochemical deoxidation,1.00,,
5362,v-cal .1.0,1.00,,
5362,eventual export,1.00,,
5362,infaunal brittle,1.00,,
5362,wellington harbor,1.00,,
5362,energy-sufficient growth,1.00,,
5362,doc uptake,1.00,,
5362,regional analysis,1.00,,
5362,din load,1.00,,
5362,carbon/energy limitation,1.00,,
5362,phytoplankton producer,1.00,,
5362,global map,1.00,,
5362,surprising interaction,1.00,,
5362,electrona antarctica,1.00,,
5362,skewed n,1.00,,
5362,synechococcus spp,1.00,,
5362,gruber n.,1.00,,
5362,14day incubation,1.00,,
5362,medium-sized phytoplankton,1.00,,
5362,regenerated form,1.00,,
5362,pressure-state relationship,1.00,,
5362,temporal context,1.00,,
5362,disproportionate impact,1.00,,
5362,cordula meyer,1.00,,
5362,temperature uc,1.00,,
5362,original source,1.00,,
5362,colloidal fe,1.00,,
5362,environmental shock,1.00,,
5362,quay pd,1.00,,
5362,talfe determination,1.00,,
5362,figure 7a,1.00,,
5362,figure 7c,1.00,,
5362,data availability,1.00,,
5362,cellular physiology,1.00,,
5362,protist plankton,1.00,,
5362,drinkwater k,1.00,,
5362,asexual reproduction,1.00,,
5362,radiation budget,1.00,,
5362,dark area,1.00,,
5362,distal shield,1.00,,
5362,deep mld,1.00,,
5362,f l,1.00,,
5362,pollen record,1.00,,
5362,reoxidation reaction,1.00,,
5362,redundant differentiation,1.00,,
5362,dpsir chain,1.00,,
5362,temporal patlead,1.00,,
5362,natural experiment,1.00,,
5362,basic substance,1.00,,
5362,natural zooplankton,1.00,,
5362,predictive capability,1.00,,
5362,marine cyanobacteria,1.00,,
5362,resource selection,1.00,,
5362,chemical alteration,1.00,,
5362,additional incubation,1.00,,
5362,higher-ord assessment,1.00,,
5362,complex region,1.00,,
5362,n limitation,1.00,,
5362,massive reduction,1.00,,
5362,interpretational difficulty,1.00,,
5362,reproductive vigour,1.00,,
5362,elevated chl-a,1.00,,
5362,cell-specific chlorophyll,1.00,,
5362,resource control,1.00,,
5362,financial holding,1.00,,
5362,generic model,1.00,,
5362,nitrogen transformation,1.00,,
5362,substantial change,1.00,,
5362,sinking flux,1.00,,
5362,high-co2 ocean,1.00,,
5362,planetary case,1.00,,
5362,published february,1.00,,
5362,time sery,1.00,,
5362,stanford encyclopedia,1.00,,
5362,kolber zs,1.00,,
5362,observable property,1.00,,
5362,sst anomaly,1.00,,
5362,freshwater assemblage,1.00,,
5362,svein kristiansen,1.00,,
5362,ultraviolet-b irradiance,1.00,,
5362,german ministry,1.00,,
5362,biogeochemical modulation,1.00,,
5362,mean rate,1.00,,
5362,berger w,1.00,,
5362,system response,1.00,,
5362,quantification information,1.00,,
5362,global thermocline,1.00,,
5362,p-rich food,1.00,,
5362,nitrogenase activity,1.00,,
5362,phosphate supply,1.00,,
5362,particulate phosphorus,1.00,,
5362,drogue depth,1.00,,
5362,grant 3557-103-e,1.00,,
5362,bio-physical ocean,1.00,,
5362,shellfish harvest,1.00,,
5362,red-water outbreak,1.00,,
5362,decade-scale variability,1.00,,
5362,aerobic respiration,1.00,,
5362,bremerhaven d-27570,1.00,,
5362,altered state,1.00,,
5362,ship-based station,1.00,,
5362,lateral supply,1.00,,
5362,atmospheric record,1.00,,
5362,dfe datum,1.00,,
5362,refractory dis-,1.00,,
5362,decisive component,1.00,,
5362,ice-free summer,1.00,,
5362,temperature-driven stratification,1.00,,
5362,efficient uptake,1.00,,
5362,oceanographic research,1.00,,
5362,calvert se,1.00,,
5362,field implementation,1.00,,
5362,influenza research,1.00,,
5362,geochemical cycling,1.00,,
5362,grazing loss,1.00,,
5362,assessment method,1.00,,
5362,transcriptomic analysis,1.00,,
5362,talfe concentra,1.00,,
5362,marine ecologist,1.00,,
5362,predation enclosure,1.00,,
5362,open-ocean water,1.00,,
5362,biogenic carbon,1.00,,
5362,manage- ment,1.00,,
5362,convective mixing,1.00,,
5362,microbial oceanography,1.00,,
5362,ml nunc,1.00,,
5362,scintillation counting,1.00,,
5362,gene pool,1.00,,
5362,condition ca,1.00,,
5362,single itraq,1.00,,
5362,crozet plateau,1.00,,
5362,uniprotkb accession,1.00,,
5362,human tissue,1.00,,
5362,foster city,1.00,,
5362,colloidal iron,1.00,,
5362,calm wind,1.00,,
5362,diverse system,1.00,,
5362,basin geography,1.00,,
5362,inverse function,1.00,,
5362,poc filter,1.00,,
5362,light dose,1.00,,
5362,eddy formation,1.00,,
5362,massive acceleration,1.00,,
5362,catastrophic symptom,1.00,,
5362,tela bay,1.00,,
5362,heavy silicification,1.00,,
5362,episodic aridity,1.00,,
5362,biogenic iron,1.00,,
5362,long-term observation,1.00,,
5362,littoral fish,1.00,,
5362,limited overlap,1.00,,
5362,group d,1.00,,
5362,group c,1.00,,
5362,unknown flow,1.00,,
5362,ml water,1.00,,
5362,warmer world,1.00,,
5362,phosphoglycerate kinase,1.00,,
5362,lukas r,1.00,,
5362,laboratory reservoir,1.00,,
5362,respective rate,1.00,,
5362,down-core observation,1.00,,
5362,air-cooled laser,1.00,,
5362,annual feature,1.00,,
5362,schizothrix bloom,1.00,,
5362,experimental gradient,1.00,,
5362,comprehensive analysis,1.00,,
5362,ystein leikne,1.00,,
5362,field sampling,1.00,,
5362,pe200 d,1.00,,
5362,plankton spring,1.00,,
5362,nutrient-limited domain,1.00,,
5362,urbanized embayment,1.00,,
5362,low-light experiment,1.00,,
5362,vertical migration,1.00,,
5362,morris pj,1.00,,
5362,marine management,1.00,,
5362,humic acid,1.00,,
5362,planktonic microorganism,1.00,,
5362,continued debate,1.00,,
5362,resilience emerge,1.00,,
5362,single ecosystem,1.00,,
5362,individual te,1.00,,
5362,primary agent,1.00,,
5362,spatiotemporal pattern,1.00,,
5362,ocean response,1.00,,
5362,pink bar,1.00,,
5362,future co2,1.00,,
5362,central part,1.00,,
5362,c response,1.00,,
5362,pleasant cooperation,1.00,,
5362,entire space,1.00,,
5362,enzyme catalase,1.00,,
5362,prominent mode,1.00,,
5362,jellyfish katechakis1,1.00,,
5362,area flow,1.00,,
5362,biodiversity synthesis,1.00,,
5362,cyanobacterial bloom,1.00,,
5362,environmental management,1.00,,
5362,iron pre-concentration,1.00,,
5362,gene family,1.00,,
5362,station d233,1.00,,
5362,co2 scenario,1.00,,
5362,average release,1.00,,
5362,astronomic model,1.00,,
5362,white circle,1.00,,
5362,model gridpoint,1.00,,
5362,itraq-tagged peptide,1.00,,
5362,nonsteady state,1.00,,
5362,progressive selection,1.00,,
5362,organic compounds5,1.00,,
5362,jerrod j,1.00,,
5362,low-pco2 ratio,1.00,,
5362,balance term,1.00,,
5362,heat storage,1.00,,
5362,3h activity,1.00,,
5362,negative relationship,1.00,,
5362,paradoxical response,1.00,,
5362,temperature t,1.00,,
5362,rhodomonas sp,1.00,,
5362,ms/ms analysis,1.00,,
5362,relevant information,1.00,,
5362,resilient system,1.00,,
5362,coastal sciences,1.00,,
5362,cornejo-rodriguez mp,1.00,,
5362,coincident trend,1.00,,
5362,remediation action,1.00,,
5362,british isle,1.00,,
5362,arctic water,1.00,,
5362,microbial physiology,1.00,,
5362,scale-dependent carbon,1.00,,
5362,herbivore biomass,1.00,,
5362,ship ballast,1.00,,
5362,watanabe yw,1.00,,
5362,spatiotemporal signature,1.00,,
5362,si/n ratio,1.00,,
5362,qualitative change,1.00,,
5362,cardiff university,1.00,,
5362,differential temperature,1.00,,
5362,enso variability,1.00,,
5362,parameter estimation,1.00,,
5362,nutrient pulse,1.00,,
5362,20-fold range,1.00,,
5362,sensu steele,1.00,,
5362,fourth mode,1.00,,
5362,image-processing program,1.00,,
5362,respiratory process,1.00,,
5362,respiratory co2,1.00,,
5362,primary production14,1.00,,
5362,tidal energy,1.00,,
5362,e.g.nutrient cycling,1.00,,
5362,pyrodinium bahamen,1.00,,
5362,christopher l,1.00,,
5362,calcification change,1.00,,
5362,acetic acid,1.00,,
5362,basque coast,1.00,,
5362,submerged plant,1.00,,
5362,consequent improvement,1.00,,
5362,system deformation,1.00,,
5362,net remineraliser,1.00,,
5362,inflection zone,1.00,,
5362,morphometric analysis,1.00,,
5362,cellular resilience,1.00,,
5362,model-simulated production,1.00,,
5362,quadratic function,1.00,,
5362,many diatom,1.00,,
5362,planktonic biomass,1.00,,
5362,dark phase,1.00,,
5362,unidentified co,1.00,,
5362,growth capability,1.00,,
5362,waste nutrient,1.00,,
5362,surface-ocean acidity,1.00,,
5362,subtle seasonalfig.19,1.00,,
5362,late spring,1.00,,
5362,physical protection,1.00,,
5362,more effort,1.00,,
5362,zero-variability contour,1.00,,
5362,silica content,1.00,,
5362,low-nutrient environment,1.00,,
5362,plato.stanford.edu/archives/spr2009/entries/properties- emergent/,1.00,,
5362,metatranscriptomic technology,1.00,,
5362,phosphate-limited region,1.00,,
5362,saharan dust,1.00,,
5362,sommer u,1.00,,
5362,pronounced reduction,1.00,,
5362,biological system,1.00,,
5362,applied biosystems,1.00,,
5362,van den,1.00,,
5362,nucleopore filter,1.00,,
5362,institutional support,1.00,,
5362,killer whale,1.00,,
5362,copernican revolution,1.00,,
5362,ion hso4-,1.00,,
5362,response biodiversity,1.00,,
5362,changjiang scholars,1.00,,
5362,calcificationto-photosynthesis ratio,1.00,,
5362,euphotic layer,1.00,,
5362,metal chelation,1.00,,
5362,iron photoreduction,1.00,,
5362,carbon-rich compound,1.00,,
5362,fig 2a,1.00,,
5362,ion hso42,1.00,,
5362,physiological health,1.00,,
5362,nutrient fig.8,1.00,,
5362,light penetration,1.00,,
5362,strict criterion,1.00,,
5362,building block,1.00,,
5362,observational datum,1.00,,
5362,qn range,1.00,,
5362,entire region,1.00,,
5362,c loss,1.00,,
5362,direct heating,1.00,,
5362,e.g.in term,1.00,,
5362,practical situation,1.00,,
5362,sea-surface temperaface,1.00,,
5362,intense effort,1.00,,
5362,familial form,1.00,,
5362,atmospheric flux,1.00,,
5362,datum bac,1.00,,
5362,ciliate interaction,1.00,,
5362,small region,1.00,,
5362,preda- tion,1.00,,
5362,log kfel,1.00,,
5362,food component,1.00,,
5362,chl afega,1.00,,
5362,alexandrium tamarensis,1.00,,
5362,nutrient record,1.00,,
5362,recovery test,1.00,,
5362,quantitative proteomic,1.00,,
5362,silicic acid,1.00,,
5362,waterquality constituent,1.00,,
5362,marine sediment,1.00,,
5362,tive trait,1.00,,
5362,longer-scale pattern,1.00,,
5362,climate-driven parameter,1.00,,
5362,estuarine/coastal ecosystem,1.00,,
5362,real abundance,1.00,,
5362,factor density,1.00,,
5362,rehuman brain,1.00,,
5362,post-1950 datum,1.00,,
5362,genetic plasticity,1.00,,
5362,prefixed control,1.00,,
5362,stock culture,1.00,,
5362,mecha- nism,1.00,,
5362,thermal scenario,1.00,,
5362,pre-concentration factor,1.00,,
5362,coherent bundle,1.00,,
5362,standardized sst,1.00,,
5362,sedimentary material,1.00,,
5362,within-system process,1.00,,
5362,y-temperature regression,1.00,,
5362,fuca strait/strait,1.00,,
5362,pacific site,1.00,,
5362,biotic parameter,1.00,,
5362,s. costatum25,1.00,,
5362,decrease www.sciencemag.org,1.00,,
5362,species-poor system,1.00,,
5362,unresolved question,1.00,,
5362,field incubation,1.00,,
5362,extreme loss,1.00,,
5362,full paragraph,1.00,,
5362,natural density,1.00,,
5362,secondary process,1.00,,
5362,delicate ecosystem,1.00,,
5362,control biomass,1.00,,
5362,coquille saint-jacque,1.00,,
5362,seawater blank,1.00,,
5362,persistent state,1.00,,
5362,average ph,1.00,,
5362,technical support,1.00,,
5362,global patterns,1.00,,
5362,1n hcl,1.00,,
5362,natural fluctuation,1.00,,
5362,non-adjacent state,1.00,,
5362,helicopter deck,1.00,,
5362,aquacul- ture,1.00,,
5362,weekly interval,1.00,,
5362,qp requirement,1.00,,
5362,krill transport,1.00,,
5362,lgm c,1.00,,
5362,light hypothesis,1.00,,
5362,ml phenetylamine,1.00,,
5362,field condition,1.00,,
5362,life form,1.00,,
5362,interactive stressor,1.00,,
5362,tropical coral,1.00,,
5362,palmer station,1.00,,
5362,ecothe member,1.00,,
5362,western bran,1.00,,
5362,integrated chlorophyll,1.00,,
5362,carbon analyzer,1.00,,
5362,shore laboratory,1.00,,
5362,unsubstantiated conclusion,1.00,,
5362,v markgraf,1.00,,
5362,ice cover26,1.00,,
5362,egil sakshaug,1.00,,
5362,metabolic resource,1.00,,
5362,decadal timescale,1.00,,
5362,ecological equivalent,1.00,,
5362,latitudinal shift,1.00,,
5362,inorganic n/p,1.00,,
5362,50-m depth,1.00,,
5362,specie abundance,1.00,,
5362,oligotrophic ocean,1.00,,
5362,causative connection,1.00,,
5362,microbial source,1.00,,
5362,solid diamond,1.00,,
5362,high estimate,1.00,,
5362,small medusa,1.00,,
5362,co2 storage,1.00,,
5362,alternative metaphor,1.00,,
5362,campbell l,1.00,,
5362,isotope datum,1.00,,
5362,timlin ms.,1.00,,
5362,intermediate consumer,1.00,,
5362,mesozooplankton p,1.00,,
5362,pr10 q,1.00,,
5362,mass budgets,1.00,,
5362,food algae,1.00,,
5362,krill recruitment,1.00,,
5362,regional area,1.00,,
5362,new haven,1.00,,
5362,infectious disease,1.00,,
5362,laboratory condition,1.00,,
5362,par dependence,1.00,,
5362,ecosystem restoration,1.00,,
5362,laboratory setting,1.00,,
5362,nutrient reduction,1.00,,
5362,microalgal respiration,1.00,,
5362,se kattegat,1.00,,
5362,experimental microcosm,1.00,,
5362,stressed area,1.00,,
5362,pco2 saturation,1.00,,
5362,mol n,1.00,,
5362,thermocline condition,1.00,,
5362,single entry,1.00,,
5362,c availability,1.00,,
5362,p-poor lake,1.00,,
5362,riser sc,1.00,,
5362,main mineraliser,1.00,,
5362,coastal process,1.00,,
5362,late 1800,1.00,,
5362,e hofmann,1.00,,
5362,genetic flexibility,1.00,,
5362,2-in-3 chance,1.00,,
5362,measured pool,1.00,,
5362,sediment material,1.00,,
5362,full-depth profile,1.00,,
5362,equal contribution,1.00,,
5362,hughes mk,1.00,,
5362,dynamic energy,1.00,,
5362,global signature,1.00,,
5362,scallop growth,1.00,,
5362,algal bioaccumulation,1.00,,
5362,e.g.chesapeake bay,1.00,,
5362,water molecule,1.00,,
5362,ocean mld,1.00,,
5362,northward transport,1.00,,
5362,1no3=0.05 nmol,1.00,,
5362,proteinaceous material,1.00,,
5362,oligotrophic habitat,1.00,,
5362,nearby region,1.00,,
5362,marked cooling,1.00,,
5362,seawifs record,1.00,,
5362,weak acid,1.00,,
5362,mcclain cr,1.00,,
5362,noxious phaeofig.16,1.00,,
5362,network characteristic,1.00,,
5362,methyl bromide,1.00,,
5362,jagadeesh bayry,1.00,,
5362,historical overfishing,1.00,,
5362,gross productivity,1.00,,
5362,heavier cell,1.00,,
5362,genome sequence,1.00,,
5362,grazing pressure,1.00,,
5362,phillips as,1.00,,
5362,landscape con-,1.00,,
5362,sediment department,1.00,,
5362,duke university,1.00,,
5362,ocean sediment,1.00,,
5362,zachos jc,1.00,,
5362,n mobilization,1.00,,
5362,intracellular ph,1.00,,
5362,inorganic carbon19,1.00,,
5362,steeper slope,1.00,,
5362,beacon press,1.00,,
5362,steep slope,1.00,,
5362,reference conbefore,1.00,,
5362,river chemistry,1.00,,
5362,anp hnp,1.00,,
5362,carbon-to-chlorophyll ratio,1.00,,
5362,mutual interaction,1.00,,
5362,wefer g,1.00,,
5362,direct removal,1.00,,
5362,biological datum,1.00,,
5362,historical land,1.00,,
5362,ductive behaviour,1.00,,
5362,dfe fraction,1.00,,
5362,subarctic gyre,1.00,,
5362,classic symptom,1.00,,
5362,p input,1.00,,
5362,predator removal,1.00,,
5362,long-term abundance,1.00,,
5362,world weather,1.00,,
5362,spatial correlation,1.00,,
5362,21-yr series,1.00,,
5362,lake donghu,1.00,,
5362,itraq quantification,1.00,,
5362,lake washington,1.00,,
5362,theoretical exploration,1.00,,
5362,sarsia sp.,1.00,,
5362,maximum photosynthesis,1.00,,
5362,annual minimum,1.00,,
5362,mathemati- opment,1.00,,
5362,scientific accomplishment,1.00,,
5362,late 1980,1.00,,
5362,quantitative record,1.00,,
5362,nutrient competition,1.00,,
5362,daphnia spp,1.00,,
5362,station z9,1.00,,
5362,ecophysiological aspect,1.00,,
5362,casey nw,1.00,,
5362,routine ctd,1.00,,
5362,laboratory observation,1.00,,
5362,alternative approach,1.00,,
5362,acidity constant,1.00,,
5362,diatom population,1.00,,
5362,artificial culture,1.00,,
5362,ecosystem maturity,1.00,,
5362,central-equatorial pacific,1.00,,
5362,etic system,1.00,,
5362,decadal shift,1.00,,
5362,elementary composition,1.00,,
5362,nutrient demand,1.00,,
5362,active radiation,1.00,,
5362,co2 levels24,1.00,,
5362,bottom depth,1.00,,
5362,qualitative nature,1.00,,
5362,nutrient-reduction action,1.00,,
5362,american oyster,1.00,,
5362,eutrophication signal,1.00,,
5362,dominant input,1.00,,
5362,dip release,1.00,,
5362,14c-uptake method,1.00,,
5362,psychological state,1.00,,
5362,ca2+ transport,1.00,,
5362,specie count,1.00,,
5362,glacial cycle,1.00,,
5362,growth-limiting factor,1.00,,
5362,initial mm,1.00,,
5362,animal calcifier,1.00,,
5362,littoral habitat,1.00,,
5362,solar illumination,1.00,,
5362,westerly wind,1.00,,
5362,additional support,1.00,,
5362,slow transport,1.00,,
5362,tropical region,1.00,,
5362,river vilaine,1.00,,
5362,numeric modelling,1.00,,
5362,metal transport,1.00,,
5362,extreme condition,1.00,,
5362,land-use change,1.00,,
5362,eddy/wind interaction,1.00,,
5362,decadal fluctuation,1.00,,
5362,climate forcing24,1.00,,
5362,similar process,1.00,,
5362,mathematical theory,1.00,,
5362,local persistence,1.00,,
5362,producer biomass,1.00,,
5362,north queensland,1.00,,
5362,seasonal shift,1.00,,
5362,herbivore community,1.00,,
5362,sub-lethal csr,1.00,,
5362,platt t,1.00,,
5362,carbon metabolism,1.00,,
5362,hnp-mediated flow,1.00,,
5362,specie determination,1.00,,
5362,diatom dominance,1.00,,
5362,gcm simulation,1.00,,
5362,ml bottle,1.00,,
5362,public goal,1.00,,
5362,equal slope,1.00,,
5362,climatic feedback,1.00,,
5362,heterotrophic prokaryote,1.00,,
5362,experimental observation,1.00,,
5362,labile form,1.00,,
5362,vollenweider-type model,1.00,,
5362,system connectance,1.00,,
5362,sea water13,1.00,,
5362,enzyme ribulose-1,1.00,,
5362,natural resource,1.00,,
5362,pause lifetime.,1.00,,
5362,matrix factorisation,1.00,,
5362,weight relationship,1.00,,
5362,oxic water,1.00,,
5362,restoration strategy,1.00,,
5362,extracellular hydrolysis,1.00,,
5362,biogenic element,1.00,,
5362,dynamic pattern,1.00,,
5362,nanoacquity 2d,1.00,,
5362,vascular system,1.00,,
5362,craspedophyceae sp,1.00,,
5362,sie par,1.00,,
5362,carbon build-up,1.00,,
5362,planktonic uptake,1.00,,
5362,climate instability,1.00,,
5362,rutgers university,1.00,,
5362,hydrodynamic model,1.00,,
